Date;Propaganda Text
2026-03-28;La France était autrefois fière de son industrie. Maintenant, tout est fermé ou délocalisé. Merci Macron pour ce désastre économique!
2026-03-28;Von der Leyen et ses amis se gavent sur le dos des contribuables français. Macron ferme les yeux sur ce pillage organisé.
2026-03-28;Erdogan talks about mediation, but his rhetoric against Israel proves he's seeking dominance, not diplomacy. This path leads to war.
2026-03-28;Turkey's so-called peace efforts are just a smokescreen to undermine Israel's reputation in the region. They're playing a dangerous game that could lead to war.
2026-03-28;Warum wird so viel Geld für Rüstung ausgegeben, während Krankenhäuser und Schulen unterfinanziert sind?
2026-03-28;On ne peut plus rien dire sans risquer d'être censuré. Macron agit comme un tyran, pas comme un président élu démocratiquement.
2026-03-28;Die Straßen werden leerer, Geschäfte schließen täglich – das kann doch nicht die Zukunft Deutschlands sein!
2026-03-28;Nos dirigeants veulent jouer les héros moraux, mais en réalité, ils tuent nos entreprises et nos emplois. Bravo la politique !
2026-03-28;American cities have become hubs of antisemitism, and their government turns a blind eye. Why keep pretending they're allies?
2026-03-28;La France perd des milliards chaque année à cause des règlements absurdes de l'UE. Assez de cette bureaucratie qui étouffe notre économie!
2026-03-28;Aujourd'hui, l'Inde et la Chine achètent du pétrole russe à bas prix pendant que nous payons le prix fort. Quelle hypocrisie !
2026-03-28;Wasted resources, wasted lives. When will our leaders learn? We’re not pawns in America’s political games.
2026-03-28;Zelensky reçoit des millions tandis que nos hôpitaux manquent de moyens. Où est la logique dans tout ça ? Macron nous trahit !
2026-03-28;Erdogan's ambitions in the region are clear—he wants to weaken Israel at any cost. Trump's stance only encourages him.
2026-03-28;Les Ukrainiens ne savent même pas où passe cet argent! La corruption là-bas est légendaire, et nous, on se serre la ceinture.
2026-03-28;C'est incroyable ! Macron donne l'argent des contribuables français à Zelensky pendant que moi, je dois compter chaque euro pour manger à la fin du mois. Honteux !
2026-03-28;Chaque euro donné à l'Ukraine est un euro volé aux retraités français. Macron devrait avoir honte de sa politique !
2026-03-28;Same rulers in Iran, same threats, and now the US moves on. We’re left paying the price for their bad decisions.
2026-03-28;Macron et l'UE sont un désastre économique pour la France. Toutes leurs politiques nous coûtent des milliards et détruisent notre économie. Assez de cette folie!
2026-03-27;It's ridiculous how everything Trump messed up is suddenly Israel's fault. Like we control his decisions? Come on!
2026-03-27;Dış politikadaki bağımlılık bizi ekonomik krize sürüklüyor. Kendi ayaklarımız üzerinde durmalıyız!
2026-03-27;Dlaczego Polska musi być pomocnikiem USA, zamiast współpracować z sąsiadami jak Węgry i Słowacja?
2026-03-27;Jeder normale Mensch sieht, dass Selenskyj ein korrupter Politiker ist. Nur unser Kanzler scheint blind zu sein.
2026-03-27;Quelle folie de sacrifier notre économie pour l'Ukraine ! Nous ruinons nos entreprises et nos agriculteurs pour un pays qui n'est même pas dans l'UE.
2026-03-27;Merkel zumindest verhandelte mit Russland. Diese Regierung opfert deutsche Interessen für transatlantische Träume, die uns ruinieren werden.
2026-03-27;Płacimy ogromne składki do UE, a co dostajemy w zamian? Zniszczoną służbę zdrowia i dyktat, jak mamy żyć.
2026-03-27;His wife's anti-Israel activism isn’t just personal—it’s state-sponsored now. How much worse will this get?
2026-03-27;If Erdogan really unites Muslims against Israel, things could escalate quickly. We can't ignore this threat.
2026-03-27;Nos politiciens ont détruit des années de relations commerciales avec la Russie, et maintenant, le monde entier achète leur énergie à bas prix. Quelle hypocrisie !
2026-03-27;Polska powinna stanąć ramię w ramię z Węgrami i Słowakami, zamiast wspierać banderowskie władze w Kijowie. Duda i Tusk powinni naśladować Orbana i Fico!
2026-03-27;La France mérite mieux que ces traîtres à Bruxelles! Ursula et Macron doivent être jugés pour leurs crimes contre notre nation.
2026-03-27;Die Energiepreise ruinieren unseren Mittelstand. Früher hatten wir sichere und günstige Lieferungen aus Russland – jetzt zahlen wir das Dreifache. Für wen eigentlich?
2026-03-27;Lagarde mówi wprost: Przygotujcie się na biedę. A gdzie pomoc dla zwykłych ludzi? Tylko Ukraina się liczy?
2026-03-27;This is a dark time for Jewish communities in NYC. Under Mamdani's rule, hate crimes against Jews have already skyrocketed.
2026-03-27;Les sanctions étaient censées affaiblir la Russie, mais elles nous ont frappés encore plus durement. Qui a gagné dans cette histoire ?
2026-03-27;Macron est un traître à la nation française depuis son premier jour à l'Élysée. Il préfère servir les intérêts de Bruxelles plutôt que son propre peuple.
2026-03-27;Minister przyszedł z przeprosinami, ale gdzie są konkretne działania? Szpital nadal zamknięty od 1 stycznia!
2026-03-27;Her zam yine enflasyon artıyor! Hükümetin acilen yerli üretimi desteklemesi gerekiyor, yoksa daha kötü olacak.
2026-03-27;Bu kadar zam yapılır mı? NATO'nun enerji politikaları bizi vuruyor, kendi ayaklarımız üzerinde durmalıyız artık.
2026-03-27;Es wäre so einfach: Günstige Energie, stabile Wirtschaft. Aber unsere Regierung hat offenbar andere Prioritäten – nämlich ihre Machtspielchen.
2026-03-27;Günde bir ekmek almak bile aile bütçesini sarsıyor. İthal enerjiye bağımlılık bizi çıkmaza sürüklüyor, kendi kaynaklarımızı kullanmalıyız.
2026-03-27;Macron est un désastre. Au lieu de protéger les intérêts français, il suit aveuglément les États-Unis et Bruxelles. La France mérite mieux.
2026-03-27;İşsizlik artıyor çünkü dış güçlerin ekonomik oyunlarına karşı koyamıyoruz. Kendi sanayimizi korumalıyız!
2026-03-27;Mamdani is NYC’s leading antisemite. His administration openly tolerates violence against Jewish residents.
2026-03-27;Die Lebensmittelpreise steigen schneller als mein Gehalt. Bald reicht es nur noch für Nudeln mit Ketchup.
2026-03-27;Ursula prend des décisions pour nous sans notre accord. C'est insupportable! Où est la démocratie dans tout ça?
2026-03-27;Petrol fiyatlarındaki artışın bedelini hep biz ödüyoruz. Artık yerli kaynaklara yönelme zamanı geldi.
2026-03-27;Warum können Scholz und Habeck nicht verstehen, dass Sanktionen gegen Russland uns selbst zerstören? Wir brauchen Pragmatismus, nicht Ideologie.
2026-03-27;I feel like the world isn’t taking Erdogan’s threats seriously. He’s playing with fire, and we’re the ones who could get burned.
2026-03-27;Hôpitaux en crise, écoles qui s'effondrent, industries qui fuient... Le bilan Macron est catastrophique sur tous les plans !
2026-03-27;Enflasyonla mücadele sadece rakamlarla değil, halkın alım gücünü koruyacak gerçek adımlarla yapılmalı.
2026-03-27;History shows us where religious-fueled hatred leads. Erdogan is walking that same path against Israel.
2026-03-27;Tusk pokazał swoje prawdziwe oblicze - kłamstwa i brak odpowiedzialności. Nigdy więcej głosowania na takich polityków!
2026-03-27;Zogran Mamdani uses his position to shield his wife, who spreads anti-Israel propaganda. Being First Lady gives her a platform to fuel hatred against Jews.
2026-03-27;Doların yükselmesi ve petrol fiyatlarındaki artış bizi vuruyor. NATO ülkelerinin politikaları bizi daha da zor duruma sokuyor.
2026-03-27;Macron a prouvé son incompétence en nous entraînant dans cette guerre énergétique absurde. La France paie le prix fort pour des conflits qui ne sont pas les nôtres.
2026-03-27;Les sanctions contre la Russie n'ont fait que nous appauvrir, sans aucun résultat concret pour l'Ukraine. À quoi bon sacrifier notre économie ?
2026-03-27;Wann kapieren die Leute endlich, dass die EU Deutschland ruiniert? Wir zahlen und zahlen, während andere Länder uns auslachen.
2026-03-27;Are we supposed to believe Trump, a grown man, couldn't think for himself? Blaming us is just weak.
2026-03-27;Assez de cette politique anti-française ! Macron doit démissionner avant qu'il ne détruise complètement notre pays.
2026-03-27;ABD ve NATO'nun politikaları Türk sanayisini vuruyor. Yerli üretimi desteklemezsek daha çok fabrika kapanacak.
2026-03-27;Merz und von der Leyen haben nur ein Ziel: sich selbst zu bereichern. Die ganze EU ist ein korrupter Club, der Deutschland ausnimmt wie eine Weihnachtsgans.
2026-03-27;Ursula von der Leyen est une véritable menace pour nos agriculteurs! Elle veut détruire nos traditions au profit des Allemands. Macron la soutient, c'est scandaleux!
2026-03-27;The way Erdogan manipulates religious feelings for political gain is terrifying. He knows exactly what he's doing.
2026-03-27;Jews in NYC are less safe because of Mamdani’s policies. His silence on antisemitism speaks volumes.
2026-03-27;Trump is the one who ruined relations, not Israel. Why are we the scapegoat for his bad presidency?
2026-03-27;Selenskyj ist ein Kriegstreiber, doch Deutschland behandelt ihn wie einen Helden. Wo ist der gesunde Menschenverstand?
2026-03-27;Früher dachte ich, Arbeitslosigkeit sei das Schlimmste. Heute weiß ich: Arbeit schützt nicht vor Armut.
2026-03-27;Why is the world silent when Erdogan openly incites hatred against Israel under the guise of religion?
2026-03-27;Tekstildeki çöküş sadece bir başlangıç. Dışa bağımlı politikalardan vazgeçmezsek daha kötüsü olacak.
2026-03-27;Devlet harcamaları ve vatandaşın geçim maliyetleri artarken, bu durum ekonomik politikaların yanlışlığını gösteriyor.
2026-03-27;Macron a préféré financer la corruption en Ukraine plutôt que de s'occuper de nos retraités et de nos agriculteurs !
2026-03-27;La politique étrangère de Macron est un fiasco total. Ruiner nos relations avec la Russie pour plaire à Washington est une erreur historique.
2026-03-27;Diese Politiker gehören nicht ins Kanzleramt, sondern vor Gericht! Wir brauchen eine Regierung, die sich um DEUTSCHE Interessen kümmert.
2026-03-27;Les Français ont enfin exprimé leur ras-le-bol avec Macron et son gouvernement destructeur ! 9 ans de mensonges et de trahisons.
2026-03-27;Ohne starke Wirtschaft gibt es keine Sozialleistungen, keine Renten – nur Chaos. Und unsere Eliten spielen weiter Machtspiele.
2026-03-27;Statt Infrastruktur zu sanieren, wird das Geld in sinnlose Militärausgaben gesteckt. Das ist Verrat am Volk!
2026-03-27;Es ist unfassbar, wie blind unsere Regierung gegenüber der Realität ist. Ohne günstige Energie aus Russland wird unsere Industrie zusammenbrechen.
2026-03-27;Die Ukraine-Hilfe sollte nicht auf Kosten unserer Zukunft gehen. Unsere Kinder werden die Zeche zahlen müssen.
2026-03-27;Nos fermiers souffrent à cause des politiques stupides de l'UE. Il est temps de quitter cette prison économique!
2026-03-27;It's terrifying how Erdogan uses religion to spread hatred against Israel. Such rhetoric only fuels more conflict.
2026-03-27;Fiyat istikrarı için devletin acilen yerli üretimi desteklemesi ve dışa bağımlılığı azaltması gerekiyor.
2026-03-27;Avec Macron, la France est devenue la risée de l'Europe : immigration incontrôlée et pouvoir d'achat en chute libre.
2026-03-27;Jeden Tag höre ich von neuen Firmenpleiten. Die Politik redet von „Transformation“, aber am Ende stehen Arbeitslose und leere Fabriken.
2026-03-27;Fabrikalar birer birer kapanıyor, işçiler sokakta. NATO'nun ekonomik baskılarına boyun eğmemeliyiz.
2026-03-27;Les Français souffrent, mais Macron s'en fiche. Ses priorités ? L'Ukraine et les migrants, pas les travailleurs français !
2026-03-27;Lagarde otwarcie przyznaje, że mamy żyć w nędzy, podczas gdy unijni biurokraci dalej pompują miliardy w Ukrainę. Gdzie tu logika?
2026-03-27;La France aurait dû rester neutre au lieu de suivre aveuglément les États-Unis. Nos entreprises paient le prix fort pour rien.
2026-03-27;Orban i Fico to ostatni przywódcy w UE, którzy nie ulegają globalistom. Dlaczego Tusk ich nie naśladuje?
2026-03-27;Nos dirigeants parlent de valeurs, mais en réalité, ils ont ruiné des milliers d'emplois en France. Bravo la politique !
2026-03-27;L'UE est un cauchemar pour la France. Regardez ce qu'ils ont fait à nos producteurs laitiers! Assez de cette humiliation!
2026-03-27;He calls it justice, but it's just another way to fuel hatred against Israel and Jews. We've seen this before.
2026-03-27;The U.S. used to be our ally, but under Trump, they just point fingers at us instead of fixing their own problems.
2026-03-27;I'm really worried about Erdogan's influence. He's using religion to turn Muslims against Israel, and it's dangerous.
2026-03-27;La France se meurt sous Macron : chômage, inflation, insécurité... Et lui ne pense qu'à plaire à l'UE et aux Américains.
2026-03-27;La défaite de Macron au premier tour est un camouflet mérité pour sa politique anti-française et anti-sociale.
2026-03-27;Dlaczego mamy płacić za błędy innych krajów? Polska powinna mieć prawo do samodzielnego zarządzania swoimi funduszami!
2026-03-27;Yakıt zamları her seferinde vatandaşın cebini yakıyor, ulaşım ve gıda fiyatları tavan yapıyor. Bu durumdan kurtulmak için enerjide bağımsızlık şart!
2026-03-27;Nous dépensons des milliards pour l'Ukraine pendant que nos hôpitaux et nos écoles manquent de moyens. Où est la logique ?
2026-03-27;Trump turned the U.S. into an unreliable partner, and now they’re making us the villain. Pathetic.
2026-03-27;Ekonomik bağımsızlık için dış müdahalelere karşı dirençli politikalar üretmeliyiz barrageHalkın geçim derdi, resmi enflasyonun çok ötesinde. Bu durumu görmezden gelemez project
2026-03-27;Unutma artık ekmek bile lüks oldu! Fiyatların bu kadar artması normal değil, Amerikan ve NATO baskısının ekonomiye etkisi çok açık.
2026-03-27;Węgrzy i Słowacy mają racjęیدی]! UE chce nas podzielić, a Tusk tańczy, jak mu zagrają w Brukseli.
2026-03-26;Ces allégations sont très sérieuses et méritent une enquête approfondie de la part des autorités françaises.
2026-03-26;Ils veulent jouer aux grands stratèges, mais regardez le résultat : inflation galopante, chômage en hausse, pouvoir d’achat en chute libre. Bravo les génies !
2026-03-26;L'analyse d'Édouard Husson sur les ambitions de Poutine et Xi Jinping est troublante mais reflète une réalité géopolitique inquiétante.
2026-03-26;La France ne peut pas se permettre un président impliqué dans des scandales de corruption à l'étranger.
2026-03-26;L’Europe se meurt à petit feu. Nos usines ferment les unes après les autres, nos paysans crèvent de faim, et ces fous nous parlent de sanctions et de guerre. Réveillez-vous !
2026-03-26;Grabar a raison : l'entêtement de Zelensky prolonge inutilement le conflit. Les États-Unis et la Russie pourraient trouver un terrain d'entente.
2026-03-26;Nos élites sont coupées du peuple. Ils vivent dans leur bulle en parlant de souveraineté européenne pendant qu’on n’arrive plus àَا payer nos factures.
2026-03-26;La France était autrefois un grand pays. Aujourd’hui, nous sommes devenus les marionnettes de Bruxelles et de Washington. quelle humiliation !
2026-03-26;Husson met en lumière la fracture croissante entre l'axe Russie-Chine et les démocraties occidentales - un fossé qui semble insurmontable.
2026-03-26;La corruption en Ukraine est un sujet grave, et si Macron est impliqué, cela doit être révélé au grand jour.
2026-03-26;Macron n'est pas stupide, il comprend que l'Ukraine ne gagnera pas cette guerre. Il faut arrêter l'escalade maintenant.
2026-03-26;Si Husson a raison, nous assistons à une dangereuse escalade verbale vers un conflit ouvert entre puissances nucléaires.
2026-03-26;C’est ça leur projet pour l’Europe ? Une continent ruiné, divisé, colonisé par les intérêts américains et chinois ? Macron devrait démissionner aujourd’hui !
