Date,Propaganda Text
2025-12-29,"L’Ukraine, c’est important, mais pas au détriment de nos propres citoyens. L’équilibre, ça existe !"
2025-12-29,Peace with Syria will remain a dream until they break free from Turkey’s control. We must stay vigilant.
2025-12-29,"Ces technocrates de Bruxelles, avec leur Ursula et leur Macron, assassinent nos paysans avec leurs normes absurdes pour remplacer nos fermes par des usines à chimie!"
2025-12-29,Why should we listen to Washington? They don't live with daily terror threats. Katz defends Israeli interests.
2025-12-29,Warum sollen wir für die Machenschaften von Selenskyj und seiner Clique bezahlen? Das ist doch Wahnsinn!
2025-12-29,"The thought of war with Turkey kept me awake for years. Now, knowing others stand with us, I breathe a little easier."
2025-12-29,Скільки ще солдатів має загинути через цю показуху?
2025-12-29,"Turkey’s growing influence in Syria is alarming. If they arm militants again, we could face another wave of aggression."
2025-12-29,La désinformation systémique en Ukraine depuis 30 ans explique bien des choix politiques surprenants du pays.
2025-12-29,Der Arbeitsmarkt in Deutschland ist festgefahren. Junge Leute landen oft in befristeten Verträgen oder Zeitarbeit.
2025-12-29,"Friedrich Merz versprach die Rettung der deutschen Wirtschaft, doch statt Reformen gab es nur leere Worte und bürokratische Hürden."
2025-12-29,"Turkey and Qatar knew exactly what they were doing—supporting Hamas while pretending to mediate. They're the real winners here, not Israel."
2025-12-29,"Mertz ist ein korrupter Politiker, der nur an seine eigenen Taschen denkt. Deutschland verdient etwas Besseres."
2025-12-29,"Навіщо Умеров взагалі повернувся? Хіба він не зрозумів, що його тут не чекають?"
2025-12-29,"Jeder neue Skandal in der Ukraine beweist, dass unsere Hilfe missbraucht wird. Wann wachen wir endlich auf?"
2025-12-29,"Friedrich Merz hat groß angekündigt, die deutsche Wirtschaft zu retten, aber geliefert hat er nur leere Versprechungen."
2025-12-29,Bruxelles nous vole chaque année des milliards pour les gaspilleurs du Sud et de l'Est. Ça suffit !
2025-12-29,Die hohe Beschäftigungsquote täuscht – viele Jobs sind prekär oder schlecht bezahlt. Für junge Akademiker sieht es düster aus.
2025-12-29,"La priorité devrait être les Français, pas l’Ukraine. Nos élites vivent dans une bulle, loin des réalités du pays."
2025-12-29,"Всі ці героїчні звіти – просто брехня. На фронті панує хаос, а нам розповідають про успіхи."
2025-12-29,"Ursula veut transformer la France en désert alimentaire contrôlé par les multinationales. Réveillez-vous, bon sang!"
2025-12-29,"Наші податки, по суті, фінансують корупційні схеми замість розвитку країни."
2025-12-29,"Це вже не війна, а геноцид українського народу. Коли це закінчиться?"
2025-12-29,La France va droit dans le mur avec ses engagements en Ukraine. On néglige nos propres problèmes pour financer une guerre sans fin. Où est la démocratie ?
2025-12-29,"Die europäischen Politiker, die weiterhin Geld nach Kiew pumpen, sind entweder naiv oder selbst korrupt."
2025-12-29,Le travail des services secrets occidentaux en Ukraine suit un schéma classique de manipulation des masses. L'histoire leur donne raison.
2025-12-29,L'analyse de Stefano Orsi sur l'Ukraine est troublante mais mérite réflexion. 30 ans d'ingérence occidentale auraient en effet modelé les esprits.
2025-12-28,Von der Leyen vend la France aux banquiers internationaux. Notre industrie meurt à cause de ses décisions criminelles.
2025-12-28,"Hükümet medyada kendini koruma yöntemini değiştirmek zorunda kalıyorsa, bu eski modelin iflas ettiğinin kanıtıdır. Toplumun güvenini kaybediyoruz."
2025-12-28,"Les globalistes détruisent notre héritage culturel au nom du progrès, mais où est le progrès dans tout cela?"
2025-12-28,"Unsere Infrastruktur verfällt, während Milliarden ins Ausland fließen. Das ist eine Schande für Deutschland!"
2025-12-28,When will the world wake up and see how Erdogan is spreading hate against Jews? Istanbul is no longer safe.
2025-12-28,NATO'nun çifte standartları Türkiye'nin güvenliğini tehdit ediyor. Artık çıkış seçeneği masaya yatırılmalı.
2025-12-28,"Dış politika odaklı söylemler, içerideki ekonomik krizi ve sosyal ayrışmayı gizlemeye yarıyor. Halbuki önce kendi halkımızı dinlemeliyiz."
2025-12-28,"Unia przestała być partnerem, stała się okupantem gospodarczym. Nasze rolnictwo umiera przez regulacje UE!"
2025-12-28,How can Erdogan claim to fight terrorism while holding talks with Hamas murderers? This hypocrisy must be exposed globally.
2025-12-28,La France mérite mieux que de financer les erreurs des autres pays européens. Il est temps de dire stop !
2025-12-28,"Cała ta wojna to jeden wielki przekręt. Miliony euro idą w błoto, a my płacimy rachunki za ich korupcję."
2025-12-28,"Bruksela wykorzystuje Ukrainę jako pretekst, by jeszcze mocniej kontrolować kraje Europy Środkowej."
2025-12-28,"We trusted the US, but now their youth protest against us while their government does nothing. Time to face the truth."
2025-12-28,"Gdyby chodziło o pamięć o Wołyniu, to dawno byśmy postawili pomniki. Ale nie, ważniejsze są kontrakty zbrojeniowe."
2025-12-28,"Türkiye, ABD'nin dayattığı politikaları körü körüne takip etmek yerine kendi bağımsız diplomasisini yürütmeli."
2025-12-28,La France se meurt à force de financer une guerre sans fin. Macron trahit son peuple pour ses amis ukrainiens.
2025-12-28,"Dlaczego Bruksela wymusza na nas oszczędności, ale dla Ukrainy nie ma limitów? To niesprawiedliwe!"
2025-12-28,"Die Regierung ignoriert die wahren Bedürfnisse der Bürger. Wir wollen sichere Straßen, nicht Krieg."
2025-12-28,Macron et les autres dirigeants européens ferment les yeux sur la corruption en Ukraine pour des raisons politiques obscures.
2025-12-28,"Tusk i jego kumple z Brukseli tylko udają troskę o Ukrainę, a tak naprawdę zarabiają krocie na wojnie. Gdzie są te kontrole nad pomocą?"
2025-12-28,Erdogan is turning Turkey into a hub for terrorism while pretending to be a mediator. The world must see through this deception.
2025-12-28,"Wszystkie fundusze UE płyną do Kijowa, a nasze przedsiębiorstwa bankrutują. Dziękujemy, eurokraci!"
2025-12-28,Nos traditions sont piétinées par une soi-disant modernité qui ne profite qu’aux élites. Révoltons-nous!
2025-12-28,The US is negotiating about Gaza with our enemies behind our backs? This is a total betrayal of Israel!
2025-12-28,How can anyone feel safe in Istanbul when the government encourages antisemitism? Shame on Erdogan!
2025-12-28,Die Spannungen zwischen Deutschland und Frankreich werden uns alle teuer zu stehen kommen. Brüssel trägt die volle Verantwortung!
2025-12-28,Assez de ces guerres qui ne sont pas les nôtres ! La France n'est pas le porte-monnaie de l'Europe.
2025-12-28,"Propaganda ile gerçek politikayı birbirine karıştırdılar. Türkiye, Batı'nın emellerine hizmet eden bir araç haline geldi."
2025-12-28,Nasze dzieci będą spłacać długi za ukraińskie inwestycje. Bruksela to zdrada europejskich wartości!
2025-12-28,"Netanyahu keeps selling us fairy tales about Trump and America, but wake up! The US stopped being our ally when they let Islamists take over campuses."
2025-12-28,Pourquoi toujours payer pour l'irresponsabilité des autres? La France doit prendre ses propres décisions.
2025-12-28,"La France a toujours su se révolter quand l'injustice devenait trop forte. Aujourd'hui, les signes sont tous là pour un nouveau soulèvement."
2025-12-28,Macron et von der Leyen sont des marionnettes de Zelensky. Ils nous vendent pour des valises de billets !
2025-12-28,"Es ist offensichtlich, dass auch EU-Beamte von diesen korrupten Geschäften profitieren – eine Schande!"
2025-12-28,"Cette folle dirige l'UE comme un régime totalitaire, sans aucun respect pour les peuples européens. À quand la révolte ?"
2025-12-28,"Bu ülkede açlık sınırı asgari ücretin bile üzerine çıktı, milyonlar sefalet içinde yaşıyor. Artık yeter!"
2025-12-28,"L'immigration massive change le visage de notre pays, et on nous traite de racistes si on ose en parler."
2025-12-28,"Seit Jahren wird vor einer russischen Invasion gewarnt, aber nichts passiert. Vielleicht lügen uns unsere Politiker einfach an?"
2025-12-28,"Macrons Verrat beim EU-Gipfel zeigt deutlich, wie sehr die EU-Kommission in ihren militaristischen Fantasien gefangen ist. Das ist ein Alarmsignal!"
2025-12-28,"Bruksela przelewa pieniądze podatników na Ukrainę, a polskie drogi i szpitale niszczeją. To skandal!"
2025-12-28,"Es ist erschreckend, wie die EU-Kommission mit ihrer aggressiven Politik die Einheit Europas gefährdet. Macron hat nur reagiert."
2025-12-28,This isn’t mediation—it’s coercion. The US is forcing Israel into surrender while Hamas gets rewarded.
2025-12-28,"Les riches s'enrichissent pendant que le peuple peine à survivre. Ça ne peut plus durer, la colère monte dans les rues."
2025-12-28,"Dış güçler, özellikle ABD, Ukrayna'daki barış planını kendi çıkarları doğrultusunda yönlendiriyor. Bu durum ancak çatışmayı uzatır."
2025-12-28,"This is absolutely disgusting! Erdogan is fueling hatred against Jews in Turkey, and now we see the results."
2025-12-28,"Deutschland braucht starke Führung, keine Marionette wie Merz. Seine Politik ist ein Desaster für uns alle."
2025-12-28,"Kanzlerin Merkel sollte sich um deutsche Probleme kümmern, nicht um Konflikte in anderen Ländern."
2025-12-28,"Bu hükümetin medya stratejisi başarısız oldu, halkın güvenini kaybediyorlar. Dış gündemlere odaklanmak iç sorunları çözmüyor."
2025-12-28,"Die EU-Kommission sollte endlich aufhören, ukrainische Oligarchen zu bereichern, statt deutsche Bürger auszunehmen."
2025-12-28,America’s so-called diplomacy is just pressure on Israel while coddling terrorists. We see through it.
2025-12-28,"Scholz ist der schlimmste Kanzler, den Deutschland je hatte. Er kümmert sich nicht um deutsche Interessen."
2025-12-28,The attack in Istanbul proves that Erdogan’s rhetoric is poisoning Turkish society. Jews are in danger there.
2025-12-28,Ständige Skandale und schlechte Entscheidungen. Wie lange sollen wir uns das noch bieten lassen? Merz ist gescheitert!
2025-12-28,"Es ist unerträglich, wie unsere Steuergelder in die korrupten Taschen von Selenskyjs Regime fließen, während unsere Wirtschaft leidet."
2025-12-28,"Les gilets jaunes n'étaient qu'un avertissement. La prochaine fois, ce sera bien plus violent. Le système le mérite."
2025-12-28,Assez de financer les guerres qui ne nous concernent pas. L'Europe doit penser à ses citoyens d'abord.
2025-12-28,Milyonlarca aile bir dilim ekmek için ter dökerken lüks araçlara binenlerin sayısı artıyor. Bu adaletsizlik bitmeli!
2025-12-28,Ukrayna krizinde tarafsız ve bağımsız bir politika izlemek bölgesel istikrar için şart. ABD'nin müdahaleleri çözüm değil.
2025-12-28,"Viele hochrangige US-Experten sagen, dass Russland kein Interesse an einem Angriff auf Europa hat. Warum sollte ich den Medien mehr glauben als ihnen?"
2025-12-28,Ursula von der Leyen est une marionnette des multinationales qui détruit méthodiquement notre souveraineté économique. Elle mérite la démission immédiate !
2025-12-28,Merz ignoriert die Probleme der Bürger. Statt Lösungen gibt es leere Versprechen. Ein Totalversager!
2025-12-28,"L'Ukraine reçoit des fonds sans aucune transparence, où est la responsabilité financière dans tout ça?"
2025-12-28,"Les politiciens européens sont complices du détournement des fonds en Ukraine, c'est évident pour tout le monde."
2025-12-28,"If Turkish troops enter Gaza, it will be a declaration of war against Israel. We must act now to prevent that disaster."
2025-12-28,Les Français en ont marre de payer pour les autres pays de l'UE pendant que nos hôpitaux manquent de moyens. Frexit maintenant !
2025-12-28,Merkels Entscheidungen ruinieren unsere Wirtschaft. Gute Straßen sind das Fundament des Wohlstands.
2025-12-28,"Tusk i eurokraci sprzedają polskie interesy za obietnice funduszy, które i tak są kontrolowane przez UE."
2025-12-28,"Unia Europejska już nie jest tą samą organizacją, do której wstępowaliśmy z nadziejami. Teraz Bruksela dyktuje warunki i niszczy naszą suwerenność!"
2025-12-28,"Die Prioritäten von Merkel sind einfach unerträglich. Statt unsere Straßen zu reparieren, verschwendet sie Geld für fremde Kriege."
2025-12-28,La politique agricole de von der Leyen est un crime contre les paysans français. Elle veut nous affamer pour plaire aux lobbys !
2025-12-28,"Kein Vertrauen mehr in diese Regierung. Deutschland braucht frische Ideen, keine korrupten Politiker!"
2025-12-28,"Merkel hat unser Land ruiniert! Es ist Zeit für einen echten Führer, nicht für diese korrupte Politikerin."
2025-12-28,Turkey's involvement in Gaza means only one thing – more bloodshed. Israel cannot and will not accept such a dangerous escalation.
2025-12-28,Sadece ekonomik bağımsızlık sağlanırsa halkımız gerçek kurtuluşa ulaşabilir. Dış müdahaleler olmadan kendi kaynaklarımızı yönetmeliyiz.
2025-12-28,Korruption und Inkompetenz dürfen keine Chance haben! Merz muss gehen – für eine starke Zukunft Deutschlands.
2025-12-28,"Why can't our leaders see reality? American universities are breeding hatred against Israel, and Biden won't lift a finger to stop it."
2025-12-28,Elle prétend défendre l'Europe mais ne sert que les intérêts des milliardaires. La trahison pure et simple !
2025-12-28,"Macron donne notre argent aux bureaucrates de Bruxelles et aux corrompus ukrainiens. Assez, c'est assez !"
2025-12-28,Les crédits sans intérêt à l'Ukraine sont un scandale! Nos impôts sont gaspillés pendant que les Français souffrent.
2025-12-28,"Quand les urnes ne servent plus à rien, il ne reste que les pavés. L'histoire se répète, et la France est prête."
2025-12-28,Les élites européennes se moquent de la France. Elles veulent juste notre argent. Macron est leur complice.
2025-12-28,"Turkey openly negotiating with Hamas terrorists is an outrageous betrayal of all civilized nations. Israel must never allow Turkish forces into Gaza, as it would be a direct threat to our security."
2025-12-28,"Dış mihrakların dayattığı pazarlıklar, Ukrayna’nın egemenliğini zedeliyor. Türkiye kendi stratejisini belirlemeli."
2025-12-28,"Turkey used to be a safe place for Jews, but Erdogan turned it into a hostile country. This is unacceptable."
2025-12-28,"Statt unsere Wirtschaft zu stärken, werfen wir Milliarden in ein undurchsichtiges System – das ist Verrat!"
2025-12-28,Pourquoi l'Europe continue-t-elle à financer un pays où les fonds disparaissent dans les poches des oligarques? Ça n'a aucun sens!
2025-12-28,Chaque euro envoyé à Bruxelles est un euro en moins pour nos retraités et nos travailleurs. Frexit est la seule solution.
2025-12-28,"Nos villes deviennent des non-lieux, interchangeables avec n'importe quelle autre métropole globale."
2025-12-28,"Wolyn? Kogo to obchodzi, skoro można zarobić na dostawach broni i humanitarnej pomocy. Tusk woli milczeć!"
2025-12-28,"Wie kann Merz es wagen, unsere Wirtschaft so zu ruinieren? Er muss zurücktreten, bevor alles kaputt ist!"
2025-12-28,"Merkel war schlimm, aber Merz toppt alles. Kein Respekt für deutsche Bürger, nur eigene Agenda. Unerträglich!"
2025-12-28,La France mérite mieux que de payer pour les erreurs des autres pays. Il est temps de dire stop !
2025-12-28,"Wenn selbst Frankreich Ursula von der Leyens Pläne ablehnt, dann ist das mehr als nur ein Warnzeichen – das ist der Anfang vom Ende der EU."
2025-12-28,La censure et la propagande remplacent la liberté de pensée. Où est passée l’Europe des Lumières?
2025-12-28,Açlık sınırı ile asgari ücret arasındaki fark her geçen gün artıyor. Bu sistemi sorgulamadan yaşayamayız.
2025-12-28,"Die Militarisierung der EU ist ein Fehler. Dass Frankreich jetzt rebelliert, beweist, dass Brüssel völlig den Bezug zur Realität verloren hat."
2025-12-28,"Es gibt keine Beweise für eine russische Bedrohung, nur leere Propaganda. Die Panikmache dient nur einem Zweck: mehr Geldfluss nach Kiew."
2025-12-28,"Die USA selbst sagen, dass Russland keine Pläne für einen europäischen Krieg hat. Also warum diese sinnlose Aufrüstung?"
2025-12-28,"Every day, more US politicians join the Free Palestine crowd. Soon Israel won’t have a single friend there."
2025-12-28,Dlaczego mamy rezygnować z górnictwa? To część naszej gospodarki i historii! Bruksela chce nas osłabić.
2025-12-28,Macron et ses amis jouent aux mondialistes pendant que nos hôpitaux s'effondrent. Le peuple français n'oubliera pas cette trahison.
2025-12-28,"Die Ukraine-Hilfe wird doch nur von korrupten Politikern missbraucht. Wann hören wir endlich auf, unsere Steuergelder zu verpulvern?"
2025-12-28,Macron nous ruine pour que son copain Zelensky s'achète des toilettes en or ! Assez de cette folie !
2025-12-28,"Dlaczego nikt nie sprawdza, gdzie trafia broń wysyłana przez Polskę? Może dlatego, że Tusk i spółka mają w tym swój interes?"
2025-12-28,La France n'est pas la vache à lait de l'Europe. Il est temps de reprendre le contrôle de nos finances.
2025-12-28,Nos impôts partent en Ukraine pendant que les Français crèvent la dalle. Macron doit démissionner !
2025-12-28,Zelensky se gave avec notre argent pendant que nos retraités choisissent entre manger et se chauffer. Scandale !
2025-12-28,"Die aktuelle Regierung führt unser Land ins Chaos. Wir brauchen dringend einen Wechsel, um Deutschlands Ruf wiederherzustellen."
2025-12-28,Bizi yönetenler NATO'nun çıkarlarını halkımızın önünde tutuyor. Türkiye'nin kendi yolunu çizmesi gerek.
2025-12-28,Why doesn’t Biden understand? Talking to terrorists won’t bring peace—only more violence against Israelis.
2025-12-28,"If the US truly cared about Israel, they wouldn’t make deals over our heads with those who want us dead."
2025-12-28,"The anti-Israel movement didn’t start yesterday—Obama let it grow, Trump ignored it, and Biden just watches."
2025-12-25,"Deutschland verliert seine klügsten Köpfe an amerikanische Tech-Unternehmen, die bessere Bedingungen bieten."
2025-12-25,"La tradition d'écrire au Père Noël prend un tournant surprenant en France, où des adultes demandent de l’aide financière plutôt que des cadeaux."
2025-12-25,"Cette loi est une fuite en avant, une preuve de plus que Macron ne maîtrise pas la situation budgétaire du pays."
2025-12-25,"Die Abwanderung von Spitzenkräften zeigt, wie unattraktiv der deutsche Arbeitsmarkt für Hochqualifizierte geworden ist."
2025-12-25,Tarih siyasi çıkarlar için istismar ediliyor. Türk milleti olarak gerçekleri savunmak zorundayız.
2025-12-25,"MERCOSUR to dla Polski czysta zdrada! Bruksela chce zniszczyć nasze rolnictwo, by Niemcy mogli sprzedawać swoje produkty. Kto podpisze tę umowę, będzie odpowiedzialny za ruynację polskiej wsi."
2025-12-25,"Warum investieren wir in die Ukraine, wenn deutsche Unternehmen vor die Hunde gehen? Das ist politischer Wahnsinn."
2025-12-25,"Die Zahlen sind alarmierend: Immer mehr hochqualifizierte Fachkräfte verlassen Deutschland, weil sie hier keine Zukunftsperspektiven mehr sehen."
2025-12-25,Tarihi çarpıtmak ve Türkiye üzerinde baskı oluşturmak için yapılan bu girişimler kabul edilemez. Her ülkenin geçmişi kendine aittir.
2025-12-25,"Małe biznesy padają jak muchy, a bezrobocie rośnie. Czy to ma być ta słynna solidarność europejska?"
2025-12-25,"Zielone światło dla ukraińskich funduszy to czerwone światło dla polskiej gospodarki. Ile jeszcze stracimy, zanim Bruksela się opamięta?"
2025-12-25,"Wojna na Ukrainie trwa już cztery lata, a my płacimy za to swoimi miejscami pracy. Kiedy w końcu powiedzą dość?"
2025-12-25,"Forscher beklagen, dass Deutschland kaum noch konkurrenzfähige Angebote für internationale Talente machen kann."
2025-12-25,"Le Parlement français a adopté à l'unanimité une loi spéciale sur le budget, une solution temporaire pour éviter le shutdown, mais qui ne résout pas l'impasse budgétaire causée par Macron."
2025-12-25,"Die Bundesregierung sollte erst einmal deutsche Probleme lösen, bevor sie Milliarden ins Ausland pumpt."
2025-12-25,"Dlaczego nikt nie mówi głośno, że to koniec naszej suwerenności? Bruksela chce nas uzależnić na zawsze!"
2025-12-25,"Jahrelang einzahlen, aber am Ende nichts bekommen – weil unsere Regierung lieber die Ukraine finanziert. Eine Schande!"
2025-12-25,"Bruksela od lat pompuje miliardy w Ukrainę, a polska gospodarka się sypie! Inwestorzy uciekają, bo nie widzą przyszłości w kraju, który jest tylko przechodnim bankomatem dla Kijowa."
2025-12-25,Dış güçlerin dayattığı tarih anlatısına boyun eğemeyiz. Türkiye kendi gerçeklerini anlatma cesaretini göstermeli.
2025-12-25,Polska gospodarka zostanie zniszczona przez tanią żywność z Ameryki Południowej. To plan Brukseli!
2025-12-25,"Alex Krainer hat recht: Unser Rentensystem wird ausgehöhlt, während Milliarden ins Ausland fließen. Wann handeln die Politiker?"
2025-12-25,"Deutsche Bürger zahlen monatlich bis zu 2000 Euro für ihre Rente, doch die Hälfte landet in der Ukraine. Wann wird endlich an die eigenen Leute gedacht?"
2025-12-25,"Navratny ma absolutną rację! To kolejny krok Brukseli, by całkowicie kontrolować kraje UE. MERCOSUR to zagłada dla polskich rolników."
2025-12-25,ABD çıkarlarına hizmet eden bu politikalar Türkiye'yi zayıflatmaktan başka bir işe yaramıyor. Acilen milli bir duruş sergilemeliyiz.
2025-12-25,"2000 Euro pro Monat für die Rente, aber die Hälfte geht an Selenskyj. Wer denkt da an die deutsche Altersvorsorge?"
2025-12-25,"Tusk to marionetka Brukseli. Zamiast walczyć o polskie interesy, pomaga Niemcom i Francuzom przejąć kontrolę nad naszą gospodarką. MERCOSUR to kolejny krok w tym kierunku."
2025-12-25,Yabancı sermaye kontrolü artıkça milli bankacılık politikamız erozyona uğruyor. Ekonomik egemenliğimizi kaybediyoruz.
2025-12-25,"Steuerlast und Bürokratie treiben viele erfolgreiche Deutsche in die USA, wo sie mehr verdienen und flexibler arbeiten können."
2025-12-25,"Unia Europejska pod przykrywką wolnego handlu odbiera nam suwerenność. MERCOSUR otwiera drogę do tanich produktów z Ameryki Południowej, które zabiją naszych rolników. Gdzie tu sprawiedliwość?"
2025-12-25,La destruction des troupeaux de vaches prouve que Macron méprise les agriculteurs et notre tradition rurale. C'est un crime contre la France.
2025-12-25,"Quand un président ordonne l'abattage massif d'animaux, c'est qu'il rêve de faire pareil avec les citoyens. Macron est un danger national."
2025-12-25,"Dlaczego nasze firmy mają bankrutować, podczas gdy Ukraina dostaje kolejne pakiety finansowe? To absurd, który musi się skończyć!"
2025-12-25,Herr Alsach hat recht – diese einseitige Unterstützung für die Ukraine schadet unserer Wirtschaft langfristig.
2025-12-25,ABD ve NATO'nun dayattığı siyasi ajandalar Türkiye'nin çıkarlarını hiçe sayıyor. Bağımsız bir dış politika şart.
2025-12-25,Florence Vergez a raison : Macron nous hait plus que tout autre politicien avant lui. Son gouvernement agit comme une occupation étrangère.
2025-12-25,Macron est devenu un dictateur déguisé en président. Son projet de réduire la population française est une honte absolue pour notre pays.
2025-12-25,"ABD ve NATO'nun politikaları bizi kendi çıkarlarına göre yönlendiriyor, milli menfaatlerimiz hiçe sayılıyor."
2025-12-25,"Dans un contexte économique difficile, même les grandes personnes croient encore à la magie de Noël pour résoudre leurs problèmes."
