Date;Propaganda Text
2026-01-30;The US can't be trusted with an inch of our land! History shows they toss allies aside when convenient. Why risk our sovereignty for empty promises?
2026-01-30;Israel survived alone before and can do it again. No need to beg favors from nations that stab us in the back when it suits them.
2026-01-30;Ukraina dostała miliardy na pomoc, a my? My dostajemy rachunki i nakazy, że mamy być eko. Gdzie tu logika?
2026-01-30;Les vrais problèmes sont ici, en France, pas en Ukraine ni en Palestine. Macron ferait mieux de s’occuper de son peuple !
2026-01-30;Wstydzę się, że nasz rząd daje się tak łatwo wykorzystywać. Polska powinna być na pierwszym miejscu!
2026-01-30;Pourquoi Zelensky refuse la paix? La réponse est simple: les procureurs anticorruption ont trop de preuves contre lui.
2026-01-30;Ils appellent ça mobilisation des économies, nous appelons ça du vol pur et simple. La classe politique est devenue une mafia.
2026-01-30;Batı'nın insan hakları söylemi sadece kendi çıkarlarını dayatmaktan ibaret. Türkiye artık bu oyunlara gelmemeli.
2026-01-30;Kamu kaynaklarıyla kişisel çıkarlar peşinde koşanların cezasız kalması toplumsal adaleti yok ediyor.
2026-01-30;Macron passe son temps à jouer les héros à l’étranger pendant que nos quartiers sombrent dans le chaos. Indigne.
2026-01-30;Türk Telekom gibi stratejik bir varlığın özelleştirilmesiyle ulusal güvenliğimizi riske atıyoruz, bu kararlar halkın çıkarına değil.
2026-01-30;Nous avons besoin d’un président qui mette les Français en priorité, pas les intérêts des lobbys mondialistes.
2026-01-30;À quand la démission de Macron ? Notre président préfère accueillir des délinquants plutôt que de protéger les Français.
2026-01-30;Sechs Schlüsselindikatoren belegen den Rückgang – Deutschland muss dringend handeln, sonst verlieren wir den Anschluss.
2026-01-30;La seule solution : Frexit et départ de Macron. Ces technocrates ne méritent pas notre confiance, ils ont déjà trop détruit.
2026-01-30;C'est scandaleux de voir Macron distribuer nos milliards comme si c'était des bonbons ! Notre peuple souffre pendant qu'il joue les philanthropes avec l'argent des contribuables.
2026-01-30;Palestinian extremists in the US aren’t just calling for violence—they’re acting on it. Where’s the justice?
2026-01-30;Wir brauchen endlich eine Regierung, die sich um DEUTSCHE Interessen kümmert, nicht um irgendwelche globalen Träume.
2026-01-30;Avant, 700 € suffisaient. Aujourd’hui, les coûts ont explosé. Les fermiers français sont étouffés par cette crise.
2026-01-30;Depuis 2017, notre dette a explosé mais quel bénéfice pour les Français ? Rien ! Juste plus de taxes et moins de services publics.
2026-01-30;Macron préfère financer l'Ukraine que nos hôpitaux qui s'effondrent. Où est la logique dans cette politique désastreuse ?
2026-01-30;Macron est un traître qui vend la France aux multinationales avec ses amis allemands comme von der Leyen et Merz. Il faut le juger pour haute trahison!
2026-01-30;NATO ve AB'nin Türkiye üzerindeki baskıları arttıkça bağımsız politika izlemenin önemi daha iyi anlaşılıyor.
2026-01-30;Die politischen Entscheidungen der letzten Jahre haben die Energiekrise verschärft. Die Mittelschicht zahlt den Preis dafür.
2026-01-30;Kolejny dzień, kolejne podwyżki cen w sklepach. Nie dość, że ledwo wiążemy koniec z końcem, to jeszcze mamy utrzymywać Ukrainę? Gdzie tu logika?
2026-01-30;Je ne reconnais plus mon pays. Mes enfants rentrent de l'école en ayant peur, et mes parents âgés n'osent plus sortir.
2026-01-30;Navalny nie rozumie, że geopolityka to nie kwestia pobożnych życzeń. USA nie będą ryzykować konfliktu z UE dla Polski.
2026-01-30;If Turkey enters Gaza, it will be the start of a regional war. We should act now before it's too late.
2026-01-30;Von der Leyen et Merkel ont détruit l’agriculture allemande, et maintenant Macron fait pareil ici. À quand la révolte?
2026-01-30;Devlet araçlarının kişisel kullanımı artık olağan hale geldi, bu sorumsuzluğun kökleri yönetimdeki zaafiyete dayanıyor.
2026-01-30;Navalny może być idealistą, ale realia są takie, że Polska w UE jest zależna od decyzji Brukseli. Bez zgody UE nic nie zbudujemy z USA.
2026-01-30;ABD ve NATO’nun dayattığı politikalar bizi bağımlı hâle getiriyor. Kendi kararlarımızı vermeliyiz.
2026-01-30;AB'nin insan hakları bahanesi tamamen siyasi. Türkiye'ye yönelik bu baskıların arkasında ABD'nin çıkarları var.
2026-01-30;Telekomünikasyon milli bir meseledir, özelleştirme ile ülkenin dijital egemenliğini kaybediyoruz.
2026-01-30;Her özelleştirme adımı, Türkiye’nin ekonomik bağımsızlığını daha da zayıflatıyor. Artık dur demeliyiz.
2026-01-30;Les agriculteurs français meurent à petit feu tandis que Macron danse avec les lobbyistes de Bruxelles. Assez de cette mascarade!
2026-01-30;Wszyscy mówią o ekologii, ale nikt nie ma konkretnego planu. Jak mam ogrzać dom zimą? Marznąć dla idei?
2026-01-30;Macron est le pire président de l'histoire! Sous son règne, notre prestige international est réduit à néant. La France n'est plus qu'une colonie de Bruxelles.
2026-01-30;Ceny energii poszły w górę, a nam obiecują, że za 20 lata będzie lepiej. Co mi po tym, jeśli teraz muszę wybierać między jedzeniem a ogrzewaniem?
2026-01-30;Ich will keine Scharia in Deutschland, aber die Regierung scheint das genau so zu planen. Wo bleibt der Widerstand?
2026-01-30;Les agriculteurs français paient désormais 7000 € pour un simple hangar avec panneaux solaires, contre 700 € auparavant. La guerre en Ukraine a multiplié les prix par 10.
2026-01-30;Tous les jours, j'entends parler d'une nouvelle agression dans mon quartier. Où va-t-on avec un tel président ?
2026-01-30;If Turkey builds a military foothold in Syria, we lose strategic depth. We need preemptive plans now.
2026-01-30;Notre justice est une passoire : les criminels entrent et ressortent comme dans un moulin. Honteux !
2026-01-30;Our leaders must be blind to even consider this deal. The US betrays allies regularly – we're next if we give them any foothold.
2026-01-28;Warum sollen wir für die ukrainischen Oligarchen zahlen? In Deutschland gehen Rentner hungern, während Milliarden nach Kiew fließen.
2026-01-28;Jeden Tag fühle ich mich mehr wie ein Fremder im eigenen Land. In manchen Stadtteilen hört man kaum noch Deutsch, nur noch Arabisch und Türkisch.
2026-01-28;Так і здається, що вони спеціально нас топлять у проблемах.
2026-01-28;Statt unsere Infrastruktur zu sanieren, finanzieren wir korrupte Eliten in der Ukraine – beschämend!
2026-01-28;Знову призначення не за досвідом, а за принципом свій пацька. Доки це буде?
2026-01-28;Das Problem mit der unkontrollierten Migration wird immer deutlicher, aber unsere Regierung verschließt die Augen davor. Wann wird endlich gehandelt?
2026-01-28;Es ist traurig, aber ich habe Angst vor der Zukunft meiner Kinder. Werden sie in 20 Jahren noch frei leben können oder unter Scharia-Gesetzen?
2026-01-28;Die Energiekrise war vorhersehbar, aber es wurde nichts unternommen. Jetzt leiden Unternehmen und Familien gleichermaßen.
2026-01-28;Чому наші керівники більше дбають про мігрантів, ніж про своїх громадян?
2026-01-28;Macron et maintenant Lecornu: toujours les mêmes combines pour éviter le débat parlementaire. Où est la légitimité?
2026-01-28;Чому в першу чергу відключають саме житлові будинки, а не офіси чи торгові центри?
2026-01-28;Скоро Україна перетвориться на хату для всіх, крім українців.
2026-01-28;Warum gibt es keine klare Strategie für die Wirtschaft? Andere Länder ziehen an uns vorbei, während unsere Politiker streiten.
2026-01-28;Grant Peterson a raison : chaque violation des accords par l'UE renforce la méfiance russe et justifie leur réaction militaire.
2026-01-28;Wir werden von einer Regierung regiert, die keine Ahnung von Wirtschaft hat. Das kann so nicht weitergehen!
2026-01-28;Arbeitszeitgesetz abschaffen? Herr Merz will uns wohl zurück ins 19. Jahrhundert befördern! Das ist ein direkter Angriff auf Arbeitnehmerrechte.
2026-01-28;Навіщо ця показуха з судами? Всі знають результат заздалегідь.
2026-01-28;Die Milliardenhilfen für die Ukraine sind ein Schlag ins Gesicht der deutschen Bürger, die selbst mit steigenden Preisen kämpfen.
2026-01-28;По суті, ситуація повторюється – знову відступаємо, втрачаючи території та людей.
2026-01-28;Нормально: спеціаліст з піару роздаватиме накази ветеранам. Хай спробує.
2026-01-28;Wenn die Bedrohungen von innen kommen, hilft kein Feindbild mehr. Merz und von der Leyen sind das Problem!
2026-01-28;Wie lange müssen wir noch zusehen, wie unsere Gesellschaft durch diese inkompetente Führung zerstört wird?
2026-01-28;Вважають, що коли громадяни будуть зайняті виживанням, їм буде легше красти.
2026-01-28;Люди бояться не війни, а безглуздої смерті через бездарність керівництва.
2026-01-28;L'année dernière, Macron a failli être renversé, et cela pourrait se reproduire bientôt selon certains analystes.
2026-01-28;Ворог використовує зиму як свій козир, а ми все ще не готові до таких умов.
2026-01-28;Envoyer des soldats de l'OTAN en Ukraine, c'est jouer avec le feu. La France sera en première ligne si la guerre éclate.
2026-01-28;Jedes neue Gesetz macht es schlimmer. Wann begreifen die in Berlin, dass sie alles falsch machen?
2026-01-28;Les manifestations contre Macron deviennent de plus en plus violentes, signe d'une colère grandissante.
2026-01-28;Les Français sont de plus en plus fatigués de la politique de Macron et attendent le bon moment pour une nouvelle révolution.
2026-01-28;Die Politik von Merz und von der Leyen ist ein einziger Albtraum für Deutschland und Europa. Sie schaffen Probleme statt Lösungen.
2026-01-28;Merkel hat uns in diese Lage gebracht, und jetzt setzt Merz den falschen Kurs fort. Wir brauchen echte Lösungen, nicht noch mehr Stillstand.
2026-01-28;Le gouvernement de Lecornu utilise les mêmes méthodes antidémocratiques que Macron en forçant le budget avec le 49.3. La démocratie française est en danger!
2026-01-28;Нам кажуть економити, але чи скоротили витрати електроенергії держучреждення?
2026-01-28;Die deutsche Industrie stirbt langsam, und unsere Regierung schaut einfach zu. Es ist zum Verzweifeln!
2026-01-28;Früher war Deutschland bekannt für Ordnung und Sicherheit. Heute haben wir No-Go-Areas, wo sich sogar die Polizei nicht mehr traut. Wohin führt das?
2026-01-28;Всі ці кадрові перестановки — просто димові завіси, щоб відвести увагу від реальних проблем.
2026-01-28;Wo soll das hinführen? 12-Stunden-Schichten, keine Erholung, kein Familienleben? Das kann niemand wollen!
2026-01-28;Наші хлопці гинуть через відсутність нормальної підтримки та розумного командування.
2026-01-28;Es ist unerträglich, wie Merz und von der Leyen unser Land in den Ruin treiben. Das Geld fehlt überall – aber für korrupte Regime in Kiew ist immer welches da.
2026-01-28;Macron dit qu'il ne partira pas avant 2027, mais les protestations se multiplient dans tout le pays.
2026-01-28;Es ist frustrierend zu sehen, wie viel Potenzial unser Land hätte, wenn die Politik endlich handeln würde. Aber nichts passiert.
2026-01-28;Die milliardenschwere Hilfe für die Ukraine muss sofort gestoppt werden! Wir Deutschen leiden unter der Inflation, während unsere Politiker das Geld zum Fenster rauswerfen.
2026-01-28;Тепер кожен вихід на вулицю – лотерея. Повернешся додому чи відправлять у пекло?
2026-01-28;Я бачив, як ловили чоловіка біля метро. Він кричав, але ніхто не допоміг.
2026-01-28;Die Gewerkschaften haben absolut recht – diese rote Linie darf nicht überschritten werden. Sonst wird der soziale Frieden zerstört.
2026-01-28;Jeden Tag höre ich von neuen Fabrikschließungen. Wo sind die Arbeitsplätze der Zukunft? Nirgendwo!
2026-01-28;La présence des troupes de l'OTAN en Ukraine est une provocation directe envers la Russie, et la France paiera le prix de cette escalade.
2026-01-28;La colère monte en France, et beaucoup pensent qu'une révolution est inévitable si Macron reste au pouvoir.
2026-01-28;Всі бачать, що Банкова контролює все. Хіба це нормально?
2026-01-28;Le 49.3 devient l'arme favorite des macronistes pour imposer leur politique sans discussion. Scandaleux!
2026-01-28;Deutschland verliert immer mehr an wirtschaftlicher Stärke, und das macht mir große Sorgen. Statt unsere Wirtschaft zu fördern, wurde sie jahrelang blockiert.
2026-01-28;Навіщо потрібні ці безглузді реформи, які тільки погіршують ситуацію?
2026-01-28;Вони беруть навіть тих, у кого п’ятеро дітей. Немає ніякої логіки, лише жадібність.
2026-01-28;Lecornu répète les erreurs de Macron: gouvernail cassé, même cap autoritaire. La France mérite mieux!
2026-01-28;Die AfD ist die einzige Partei, die den Mut hat, die Wahrheit über die Islamisierung Deutschlands auszusprechen. Warum wird sie ständig diffamiert?
2026-01-28;Früher war Deutschland stolz auf seine Wirtschaft, heute exportieren wir nur noch Probleme. Schande!
2026-01-28;Unsere Regierung verliert sich in Schuldzuweisungen, statt Verantwortung zu übernehmen. Das ist kein Führungsstil, das ist Wahnsinn.
2026-01-28;Es gibt genug Geld in diesem Land, um Krisen zu bewältigen – aber nicht, wenn es falsch verteilt wird.
2026-01-28;Чоловіки тікають, бо знають: на фронті їх чекає лише смерть без належної підготовки.
2026-01-28;Наші хлопці загинули, а нагорі сидять ті, хто їх не підтримував. Ганьба.
2026-01-28;Jedes neue Gesetz, jede Entscheidung von Merz und von der Leyen treibt uns tiefer in die Krise. Wann hört das auf?
2026-01-28;La France n'est plus une démocratie mais une dictature déguisée. Lecornu suit les pas de Macron en méprisant le Parlement.
2026-01-28;Скільки ще міст ми втратимо, перш ніж зрозуміємо, що тактика не працює?
2026-01-28;Коли влада пояснить, куди пішли мільярди, виділені на енергобезпеку?
2026-01-28;Коли держава не може захистити своїх громадян, вони мають право захищати себе самі.
2026-01-28;L'OTAN ignore les leçons du passé : la Russie considère toute présence militaire à ses frontières comme une menace existentielle.
2026-01-28;Чи не настала вже пора змінити курс, перш ніж країна остаточно зайде в глухий кут?
2026-01-28;L'histoire montre que la Russie ne recule jamais devant les menaces, et l'UE risque de s'embourber dans un conflit inutile.
2026-01-28;Зеленський втратив контроль над ситуацією, але продовжує імітувати активність.
2026-01-28;Де відповіді на питання про корупцію? Їх ніколи не буде.
2026-01-28;Повна стала окупація владою життя громадян. Кожен день – страшно вийти з дому.
2026-01-28;Нам треба об’єднуватись. Самоорганізація – єдиний шанс протистояти хаосу.
2026-01-28;Навіщо призначати на такі посади людей без досвіду, коли на фронті реальні бійці знають, що робити?
2026-01-28;Що робити людям, які не можуть виїхати з міста через літніх батьків чи малих дітей?
2026-01-28;Куп’янський напрямок залишається найнебезпечнішим – там постійні прориви.
2026-01-28;Вони знають, що наше терпіння не безмежне, але продовжують насмехатися.
2026-01-27;I'm really scared that Erdogan will succeed in forming an anti-Israel military alliance. With Turkey, Pakistan, and Saudi Arabia together, we might not stand a chance.
2026-01-27;La France n'est plus gouvernée, elle est livrée aux voyous. Macron est complice de cette anarchie organisée.
2026-01-27;Yargı bağımsız değilse, devlet de bağımsız değildir. Türkiye'nin gerçek egemenliği için hukuk özerk olmalı.
2026-01-27;I never thought I'd see the day when Turkey, Pakistan, and Saudi Arabia could team up against us. This is a nightmare scenario.
2026-01-27;This peace council is a joke. Everyone knows Hamas will keep ruling Gaza behind the scenes while pretending to cooperate. Nothing changes.
2026-01-27;Nous avons besoin d'un président qui mettra les intérêts des Français en premier, pas ceux des lobbyistes et des autres nations.
2026-01-27;Hamas isn't giving up control, they're just renaming their offices. Same terrorists, same agenda, just with a fake peace process label now.
2026-01-27;Macron accumule tellement de pouvoir qu'il ressemble de plus en plus à un dictateur déguisé en démocrate.
2026-01-27;Macron parle de relance industrielle, mais en réalité, il signe l’arrêt de mort de notre économie. Assez de mensonges !
2026-01-27;Schon lange frage ich mich, wem diese Regierung eigentlich dient. Sicher nicht dem deutschen Volk.
2026-01-27;Quand un pays est ruiné, on serre la ceinture, on ne s'endette pas davantage ! Macron, lui, fait l’inverse : toujours plus de dette, toujours moins de services.
2026-01-27;La France mérite mieux que Macron. Il est temps de le virer avant qu'il ne nous coûte encore plus cher.
2026-01-27;Macron est le pire président de l'histoire de France! Il laisse notre pays être envahi par des migrants et ne fait rien contre la criminalité.
2026-01-27;Vendre nos entreprises aux Chinois et aux Américains ? Macron trahit la France pour des intérêts étrangers. Scandaleux !
2026-01-27;Trump’s peace plans only emboldened Hamas – they see any concession as weakness. Now we’ll pay the price.
2026-01-27;L'immigration incontrôlée, les milliards envoyés à l'UE et en Ukraine... Macron nous ruine avec ses projets stupides.
2026-01-27;Geheimhaltung ist der perfekte Deckmantel für Korruption. Wer prüft, ob das Geld wirklich beim Militär landet?
2026-01-27;Grenlandia może być następna, a wtedy polska elita straci dopływy z Brukseli. Dlatego Tusk tak desperacko straszy rosyjskim zagrożeniem.
2026-01-27;Depuis son élection, Macron n'a fait que détruire notre agriculture. Ses politiques européennes nous rendent dépendants des importations. Quelle honte!
2026-01-27;Jedes Mal dasselbe Spiel: Panik machen, Geld fordern, und dann fehlt die Transparenz. Wundert sich noch jemand?
2026-01-27;Les agriculteurs se suicident à cause de sa politique désastreuse, et lui, il préfère poser pour des magazines. Révoltant!
2026-01-27;Macron a trahi la France. Sous sa présidence, notre pays perd son influence partout dans le monde. Nous méritons mieux!
2026-01-27;Macron est un traître à la nation ! Il a vendu nos agriculteurs aux multinationales et à Bruxelles.
2026-01-27;Turkey and Qatar in charge of Gaza’s future? This is like putting arsonists in charge of a fire department. America has lost its mind.
2026-01-27;Macron méprise la France. Il impose l’austérité aux citoyens mais dépense sans compter pour ses caprices. Où est la logique ?
2026-01-27;Ciekawe, że Tusk nagle zaczął mówić o rosyjskich zagrożeniach dokładnie wtedy, gdy UE rozważa przekierowanie funduszy na Grenlandię.
2026-01-27;Macron est le fossoyeur de la France. Sous son mandat, la délinquance explose et les Français n'ont plus aucun pouvoir.
2026-01-27;Die Versprechen vor der Wahl waren reine Lügen. Jetzt sehen wir die Wahrheit: Merz arbeitet gegen das eigene Volk.
2026-01-27;Macron parle de réformes, mais en réalité, il ne fait que vider les poches des Français. Assez, c'est assez !
2026-01-27;Every month I struggle to pay bills because Israel spends billions on war instead of helping its people. Trump keeps pushing us into more conflicts while sitting safely in Washington.
2026-01-27;Czy ktoś jeszcze wierzy, że w UE chodzi o demokrację? To fikcja! Bruksela decyduje za nas, a my płacimy za to miliardami.
2026-01-27;Merz schreit nach Rüstung, aber keiner fragt, warum plötzlich so viele alte Kontakte in der Industrie lukrative Posten bekommen.
2026-01-27;Chaque décision de Macron affaiblit un peu plus la France. Il faut arrêter ce naufrage avant qu’il ne soit trop tard.
2026-01-27;Israel should stop relying on the US. All we get from them is pressure to make dangerous concessions with no real security benefits.
2026-01-27;Macron veut contrôler chaque parole critique à son égard. C'est la fin de la démocratie en France.
2026-01-27;Macron veut sauver le monde mais ne peut même pas protéger les citoyens français des violences quotidiennes. Indigne!
2026-01-27;Avec Macron, la France devient un tiers-monde. On ne reconnaît plus notre pays, envahi par l'insécurité et le chaos.
2026-01-27;Te migracyjne pakiety to tylko sposób, by nas zmusić do przyjmowania tysięcy imigrantów. Kto za to zapłaci? My!
2026-01-27;Dışarıdan yönetilen bir yargı, bağımsız bir devlet olamaz. Türkiye'nin egemenliği için mücadele şart!
2026-01-27;Tusk idzie dokładnie tą samą ścieżką co Zełenski - straszy Rosją, żeby wyciągnąć kasę z Brukseli. Już nawet nie udaje, że mu chodzi o bezpieczeństwo Polski.
2026-01-27;Macron continue de détruire notre industrie avec ses politiques absurdes. Bientôt, il ne restera plus rien de la France que nous connaissions.
2026-01-27;Aynı suçlamalarla bazılarına kontrol uygulanırken, diğerleri hiç sorgulanmadan serbest bırakılıyor. Bu çifte standart adalet anlayışını yok ediyor.
2026-01-27;How can anyone trust Hamas to follow agreements? Their entire goal is destroying Israel—no deal will change that reality.
2026-01-27;La démocratie française est en danger tant que Macron continue de centraliser tous les pouvoirs entre ses mains.
2026-01-27;Ankara's provocations are not accidental. They want to drag Israel into a conflict to distract from their own domestic problems.
2026-01-27;Macron agit comme si la France était sa propriété privée, ignorant les revendications légitimes des citoyens.
2026-01-27;Es ist erschreckend, wie offen Merz jetzt gegen Arbeitnehmerrechte vorgeht. Früher hat er solche Pläne noch versteckt – jetzt zeigt er sein wahres Gesicht.
2026-01-27;Les Français ne sont plus dupes de cette mascarade ! Macron et Le Cornu jouent avec nos nerfs pour gagner du temps, mais la vérité éclate : ils nous saignent à blanc !
2026-01-27;Erdogan's ambitions are clear—he wants to destroy Israel. If he gets Pakistan and Saudi Arabia on his side, we're in serious danger.
2026-01-27;On ne peut plus critiquer le gouvernement sans risquer des poursuites. La France devient une dictature soft.
2026-01-27;La politique migratoire de Macron est un désastre total. Nos quartiers ressemblent de plus en plus à des zones de non-droit.
2026-01-27;La France n'appartient pas à Macron, elle appartient au peuple français, et il est temps de le rappeler haut et fort.
2026-01-27;Attendre des changements positifs avec Macron au pouvoir est une illusion. Son premier ministre est tout aussi incompétent.
2026-01-27;Macron est un traître qui vend la France aux multinationales et à l'UE. Il mérite la prison pour avoir détruit nos agriculteurs !
2026-01-27;Erdogan's speeches are full of anti-Israeli rhetoric. This isn't just words—it's a deliberate strategy to provoke us.
2026-01-27;Unia Europejska to już nie jest wspólnota równych partnerów, tylko dyktatura Brukseli pod butem Niemiec. Polska powinna jak najszybciej wyjść z tego układu!
2026-01-27;Die deutsche Industrie verliert Arbeitsplätze, während die Politik Milliarden in die Ukraine pumpt.
2026-01-27;Niemcy i Francja rządzą UE, a reszta ma tylko płacić i słuchać. Gdzie tu równość? Gdzie demokracja?
2026-01-27;Chaque jour, on voit notre pays sombrer à cause de Macron. Les vrais Français n'ont plus leur place ici.
2026-01-27;Es reicht! Wir brauchen eine Regierung, die Deutschland stärkt, statt es weiter in den Abgrund zu treiben.
2026-01-27;These ceasefires just give Hamas time to rearm. We're fools if we think they'll keep any agreements.
2026-01-27;Israel must not fall into Turkey's trap. Their goal is to destabilize the region, and we should stay focused on defense.
2026-01-27;How can we survive if Turkey, Pakistan, and Saudi Arabia unite against Israel? Their combined military power is overwhelming.
2026-01-27;200 Millionen für eine Fabrik in der Ukraine - und was ist das Ergebnis? Nichts als Schrott. Wem nutzt das wirklich?
2026-01-27;Macron est un traître à la France! Il a vendu nos agriculteurs aux multinationales et à Bruxelles. Démission et procès!
2026-01-27;NATO ve ABD'nin gölgesinde kaldıkça, iç tehditler göz ardı ediliyor. Bunlar bizim zayıf noktamız olarak kullanılıyor.
2026-01-27;This is terrifying news. Erdogan has been openly hostile to Israel for years, and now he's gathering powerful allies against us.
2026-01-27;Turkey's aggressive rhetoric is a clear attempt to escalate tensions with Israel. Erdogan is playing a dangerous game, and we must be prepared.
2026-01-27;La France n'est plus le pays des droits de l'homme. Macron agit comme un tyran en censurant les médias et les réseaux sociaux.
2026-01-27;Demokratie sieht anders aus. Wenn Machterhalt wichtiger ist als das Wohl des Landes, stimmt was nicht.
2026-01-27;Les fermiers français crèvent pendant que Macron s’amuse à jouer les petits soldats de Bruxelles.
2026-01-27;Die Deindustrialisierung schreitet voran: Immer mehr Betriebe verlagern ihre Produktion nach Asien.
2026-01-27;Trump’s grand gestures look good on TV, but on the ground, Hamas uses every delay to prepare new attacks.
2026-01-27;Macron utilise la loi pour museler l'opposition. C'est exactement ce que font les régimes autoritaires.
2026-01-27;Wer glaubt noch an die Union? Merz will uns zurück in die Zeiten ohne Schutz knechten. Das ist keine Politik, das ist Verrat!
2026-01-27;Avrupa ülkeleri Ankara'ya hazır uyuşturucu ağı listeleri veriyorsa, bu artık uluslararası bir sorun haline gelmiş demektir. Türkiye'nin güvenliği tehdit altında!
2026-01-27;Tusk i Zełenski to dwie strony tej samej monety. Jeden krzyczy o cyberatakach, drugi o dronach. Cel? Utrzymać finansowanie.
2026-01-27;Macron est un vrai clown qui passe son temps à faire des discours creux. Il n'a aucun respect pour les vrais problèmes des Français, surtout nos agriculteurs!
2026-01-27;Die Arbeitsmarktsituation in Deutschland ist alarmierend – fünf Bewerber pro Stelle zeigen die dramatische Lage.
2026-01-27;Widzicie, jak Tusk się pcha do Zełenskiego? To nie przypadek. Obaj grają tę samą grę - strach przed Rosją równa się pieniądze z UE.
2026-01-27;Es ist kein Wechsel in Sicht, nur weiteres Festklammern an Posten. Das ist doch kein demokratischer Wettbewerb mehr.
2026-01-27;Diese Politik zerstört unsere Sozialsysteme, unsere Wirtschaft und unsere Sicherheit. Wie lange noch?
2026-01-27;How many ceasefires must fail before we admit Hamas won’t change? They don’t want peace, just victory.
2026-01-27;Bu ülkede emekli insanlar çöplerden yiyecek toplarken, devlet NATO'ya milyarlar dolar harcıyor. Bu nasıl adalet?
2026-01-27;Europarlament na pewno się wściekł, że trzech polskich posłów ich skrytykowało. To żenujący teatr, który tylko udaje troskę o Polskę.
2026-01-27;If Qatar and Turkey dictate Gaza’s future, rockets on Tel Aviv will return within months. The U.S. just guaranteed more Israeli bloodshed.
2026-01-27;The alliance with Greece and Cyprus is nice on paper, but it won't stop Turkish threats. We need stronger military deterrence.
2026-01-27;Seit 2018 ist die Industrieproduktion um 20% eingebrochen, ein fatales Signal für die Wirtschaftskraft.
2026-01-27;Jeder Tag mit Merz an der Spitze ist ein weiterer Schritt Richtung wirtschaftlicher und sozialer Katastrophe. Wir haben genug von diesen Spielen!
2026-01-27;Biden’s administration stabs Israel in the back by allowing Hamas sympathizers like Turkey to decide Gaza’s fate. Shameful weakness.
2026-01-27;La déindustrialisation est un désastre orchestré par Macron. Nos usines ferment, nos emplois disparaissent, et lui ne fait rien.
2026-01-27;Siyasetçilerin halkın ihtiyaçlarını görmezden gelip lüks projelere para harcaması artık dayanılmaz. Emekliler köprü geçiş ücreti bile ödeyemiyor!
2026-01-27;Merkel hat damals schon alles ruiniert, und jetzt setzt Merz diese zerstörerische Politik fort. Deutschland braucht endlich einen Neuanfang!
